OrderID,OrderDate,CustomerName,Product,Quantity,Price,Discount,Total
O021488,2023-01-01,,Laptop,1,,0.2,0
,,Ram,,,100,0,0
O021490,March 5 2023,Sita,Phone,3,100,,300
O021491,March 5 2023,John,,,abc,0.1,0
O021492,March 5 2023,John,TV,3,abc,0.1,0
O021493,March 5 2023,,Shoes,3,100,0,300
O021494,March 5 2023,Ram,Laptop,,200,0,0
O021495,,Ram,,,200,0.1,0
O021496,01/02/2023,,Shoes,,500,0.1,0
,,,Phone,,abc,0.1,0
O021498,01/02/2023,John,TV,1,abc,,0
O021499,01/02/2023,Ram,,3,,,0
O021500,,Sita,Laptop,1,abc,,0
O021501,,Sita,TV,2,100,,200
O021502,,Ram,Shoes,1,200,0.1,200
O021503,March 5 2023,,Phone,,500,0.2,0
O021504,01/02/2023,Ram,Shoes,,abc,0.1,0
O021505,2023-01-01,Sita,TV,,100,0.2,0
O021506,March 5 2023,,,,100,0,0
O021507,,John,Phone,3,500,,1500
O021508,2023-01-01,John,,,100,0.2,0
O021509,,,Laptop,1,100,,100
,2023-01-01,John,Phone,2,500,0,1000
O021511,01/02/2023,John,Laptop,1,500,0.2,500
O021512,,Sita,TV,3,200,0.2,600
O021513,March 5 2023,Sita,Phone,1,200,0,200
O021514,2023-01-01,Ram,Shoes,,,0.1,0
O021515,March 5 2023,John,Phone,3,,,0
,,John,TV,2,abc,0,0
O021517,March 5 2023,,TV,3,,,0
O021518,01/02/2023,John,Laptop,,100,,0
O021519,2023-01-01,Sita,Phone,3,200,,600
O021520,,John,Phone,,100,,0
O021521,,,TV,,200,,0
O021522,2023-01-01,,,,,0.2,0
O021523,March 5 2023,Ram,,1,,,0
O021524,March 5 2023,Sita,Shoes,1,200,,200
O021525,March 5 2023,,TV,2,,0.2,0
,2023-01-01,John,TV,3,abc,,0
O021527,,Sita,Shoes,,200,0,0
,,,,2,500,,1000
O021529,2023-01-01,Ram,Phone,2,abc,0.1,0
O021530,March 5 2023,Ram,Laptop,1,200,0.2,200
O021531,01/02/2023,John,TV,,100,,0
O021532,,John,,2,100,,200
O021533,01/02/2023,,Laptop,2,100,0.1,200
O021534,,,,3,100,0,300
,,Ram,Phone,2,200,,400
O021536,March 5 2023,,Phone,3,500,0,1500
O021537,2023-01-01,John,Laptop,1,abc,,0
O021538,01/02/2023,John,Phone,,abc,0.1,0
O021539,,,,,abc,,0
O021540,,Ram,TV,1,abc,0.1,0
O021541,2023-01-01,John,TV,,,0,0
O021542,,,Phone,,100,0.2,0
O021543,March 5 2023,,TV,,500,0.1,0
O021544,,John,TV,1,200,,200
O021545,,John,TV,1,abc,0,0
O021546,01/02/2023,John,Laptop,2,200,,400
O021547,,,TV,1,abc,0,0
O021548,,Sita,,,abc,0.1,0
O021549,2023-01-01,Sita,TV,2,,,0
O021550,01/02/2023,Sita,Laptop,,abc,0.1,0
O021551,2023-01-01,Sita,TV,3,100,0.2,300
O021552,,Ram,Phone,1,abc,0.2,0
O021553,,Sita,TV,3,100,0.1,300
O021554,March 5 2023,Ram,Phone,2,abc,0,0
O021555,,Sita,,,500,0.1,0
O021556,March 5 2023,John,Shoes,,,0,0
O021557,,John,,,500,,0
O021558,March 5 2023,Ram,Shoes,,500,,0
O021559,01/02/2023,John,Laptop,3,abc,0,0
O021560,,Sita,,,200,0.1,0
O021561,2023-01-01,Ram,Phone,,,,0
O021562,01/02/2023,Sita,Laptop,2,abc,,0
O021563,01/02/2023,,,3,abc,,0
O021564,,,,2,100,,200
O021565,,John,Phone,,500,0,0
O021566,2023-01-01,Ram,Laptop,3,,0,0
O021567,01/02/2023,Ram,,,abc,0.2,0
O021568,01/02/2023,Sita,,1,200,0,200
O021569,March 5 2023,,Laptop,2,,0.1,0
O021570,2023-01-01,,,3,200,,600
O021571,2023-01-01,,Laptop,1,500,0,500
O021572,,,Laptop,,100,,0
O021573,01/02/2023,John,TV,,200,0,0
O021574,,Ram,Phone,,100,,0
O021575,2023-01-01,,,,200,,0
O021576,01/02/2023,John,,3,100,,300
O021577,01/02/2023,Ram,,,200,0.1,0
O021578,,Ram,,3,abc,,0
O021579,,John,TV,3,200,,600
O021580,,Sita,Phone,3,100,,300
O021581,,Sita,Phone,2,abc,,0
O021582,01/02/2023,Sita,Laptop,2,,,0
O021583,01/02/2023,Ram,Shoes,3,,,0
O021584,,Sita,,3,abc,0.1,0
O021585,2023-01-01,,,,100,0,0
O021586,2023-01-01,,Laptop,1,500,,500
O021587,01/02/2023,Sita,TV,,500,0,0
O021588,,,Laptop,2,,,0
,,,,2,abc,0.2,0
O021590,March 5 2023,,TV,,200,0,0
O021591,March 5 2023,,,3,500,0.2,1500
,01/02/2023,Ram,TV,1,100,,100
O021593,01/02/2023,John,Laptop,3,abc,,0
O021594,,Ram,Phone,2,abc,,0
O021595,2023-01-01,John,Phone,,,0.1,0
O021596,March 5 2023,Sita,Shoes,1,200,0,200
O021597,,,Shoes,,abc,,0
O021598,01/02/2023,Ram,TV,1,500,0,500
O021599,March 5 2023,Ram,,1,100,,100
O021600,01/02/2023,Ram,Laptop,,200,0.1,0
O021601,2023-01-01,Ram,Laptop,3,,0,0
O021602,March 5 2023,Ram,Laptop,,100,0.2,0
O021603,2023-01-01,,,1,200,0.1,200
O021604,March 5 2023,Sita,TV,1,,,0
O021605,,Sita,,3,200,0.1,600
O021606,,,Shoes,,200,0.1,0
O021607,2023-01-01,John,,3,abc,,0
O021608,2023-01-01,Sita,,,abc,0,0
O021609,,Sita,Laptop,2,200,,400
O021610,,John,Phone,,100,0.1,0
O021611,01/02/2023,Ram,,2,abc,0.1,0
O021612,01/02/2023,Ram,,,,,0
O021613,,,,3,abc,,0
O021614,,,Laptop,3,abc,,0
O021615,2023-01-01,,Phone,3,abc,,0
O021616,2023-01-01,Ram,,,100,0,0
O021617,,Ram,Phone,1,500,0.1,500
O021618,01/02/2023,,,,100,0,0
O021619,,,,,200,0.2,0
O021620,,Ram,TV,2,100,0.1,200
O021621,,Sita,Shoes,2,,,0
O021622,,,Shoes,,200,,0
O021623,01/02/2023,John,Laptop,2,,,0
O021624,,,Phone,3,100,0,300
O021625,2023-01-01,,,1,200,0.2,200
O021626,2023-01-01,John,Laptop,3,200,0.2,600
O021627,,Sita,,2,200,,400
O021628,01/02/2023,John,Phone,,500,0.2,0
O021629,,,Shoes,,,0.1,0
O021630,,,Laptop,,abc,,0
O021631,,John,,3,500,,1500
O021632,March 5 2023,Ram,Laptop,1,,0.1,0
O021633,2023-01-01,John,,3,,0.2,0
O021634,2023-01-01,Sita,Shoes,,abc,0.1,0
O021635,,John,,,abc,,0
O021636,,,Shoes,3,200,,600
O021637,01/02/2023,Ram,TV,1,,0,0
O021638,,Ram,,3,200,0.1,600
O021639,2023-01-01,Ram,Laptop,2,,0.1,0
O021640,01/02/2023,Ram,TV,2,100,,200
O021641,,John,Phone,,100,0.2,0
O021642,,,TV,1,500,,500
O021643,,,,3,500,,1500
O021644,01/02/2023,,,2,200,,400
O021645,,,,3,100,0.2,300
O021646,March 5 2023,,Laptop,3,abc,0.1,0
O021647,01/02/2023,,Phone,1,500,,500
O021648,2023-01-01,Ram,,3,,0,0
O021649,March 5 2023,Ram,Shoes,1,100,0,100
O021650,2023-01-01,Ram,Phone,2,100,0.2,200
O021651,2023-01-01,,Laptop,,200,0.2,0
O021652,2023-01-01,,Laptop,3,abc,,0
O021653,,Sita,Shoes,,500,,0
O021654,,John,Laptop,1,abc,,0
O021655,,Sita,Laptop,2,100,0.1,200
O021656,,,Laptop,,500,0.1,0
O021657,,,Phone,1,200,0.1,200
,,Sita,Shoes,3,,0,0
O021659,01/02/2023,Ram,TV,1,200,,200
O021660,March 5 2023,Sita,Shoes,1,,0,0
O021661,01/02/2023,Ram,Shoes,,500,0,0
O021662,March 5 2023,,TV,,100,,0
O021663,March 5 2023,,,2,500,0.2,1000
O021664,March 5 2023,John,Laptop,3,,0.1,0
O021665,,Ram,Laptop,,500,0,0
O021666,2023-01-01,Ram,Laptop,3,,0,0
O021667,2023-01-01,John,Laptop,1,abc,0.1,0
O021668,,,Laptop,3,200,0.1,600
O021669,,,,1,,,0
O021670,,,,1,abc,0.2,0
O021671,2023-01-01,John,TV,1,500,0.1,500
O021672,2023-01-01,Sita,TV,2,500,0.2,1000
O021673,,,Phone,,,,0
O021674,01/02/2023,,Phone,3,,,0
O021675,,,Phone,2,100,,200
O021676,2023-01-01,Sita,Phone,1,,0,0
O021677,2023-01-01,John,TV,,,,0
O021678,March 5 2023,,Shoes,1,200,,200
O021679,March 5 2023,,,1,abc,0.2,0
O021680,,Sita,Phone,,200,,0
O021681,March 5 2023,Sita,Laptop,,100,,0
O021682,01/02/2023,,,,500,,0
O021683,2023-01-01,Ram,Phone,1,abc,,0
O021684,,,Laptop,,,0.2,0
O021685,March 5 2023,,TV,3,100,,300
O021686,March 5 2023,,Laptop,3,500,,1500
O021687,,,,2,200,,400
O021688,,,Laptop,1,abc,0.1,0
O021689,,,,3,,,0
,,Ram,,,100,0.2,0
O021691,01/02/2023,Sita,Laptop,2,100,,200
O021692,,,,1,100,0.1,100
O021693,01/02/2023,Sita,,3,100,0.1,300
O021694,,Ram,Phone,1,500,0.1,500
O021695,,Sita,,2,200,0.1,400
O021696,March 5 2023,,TV,3,500,0.1,1500
O021697,March 5 2023,Ram,Phone,2,,,0
,01/02/2023,Ram,Laptop,2,200,0,400
,March 5 2023,John,Laptop,,500,0,0
O021700,March 5 2023,Ram,,,500,0.2,0
O021701,2023-01-01,,Shoes,3,500,,1500
O021702,2023-01-01,,TV,3,200,0.2,600
O021703,March 5 2023,Sita,,,200,,0
O021704,March 5 2023,Sita,Shoes,1,100,0.2,100
O021705,,Ram,,,200,0,0
O021706,01/02/2023,,TV,,abc,,0
O021707,01/02/2023,Sita,Laptop,,200,0.2,0
O021708,2023-01-01,,Phone,3,500,0.1,1500
O021709,2023-01-01,,,3,500,0,1500
O021710,March 5 2023,Ram,,2,abc,0.2,0
O021711,,John,Laptop,,abc,,0
O021712,March 5 2023,John,Shoes,3,,0,0
O021713,March 5 2023,John,TV,2,,0,0
O021714,,Sita,Shoes,3,200,0.2,600
O021715,01/02/2023,John,Phone,,abc,0,0
O021716,2023-01-01,Sita,Laptop,2,,0.1,0
O021717,01/02/2023,John,Laptop,1,500,,500
O021718,01/02/2023,,TV,1,100,0.2,100
O021719,March 5 2023,Ram,Laptop,,,,0
,,,,,100,0.2,0
O021721,01/02/2023,,Shoes,3,,,0
O021722,2023-01-01,Ram,Shoes,,200,,0
O021723,01/02/2023,Sita,TV,,,,0
O021724,,,TV,3,500,,1500
O021725,,Ram,,,,0.2,0
O021726,March 5 2023,Ram,Shoes,,,0,0
O021727,,John,,3,abc,0.1,0
O021728,,Sita,Shoes,1,500,,500
O021729,,,,,200,0.2,0
O021730,,,,,100,,0
O021731,,Ram,,2,200,0.1,400
O021732,March 5 2023,Sita,TV,1,200,0.2,200
O021733,,John,TV,1,,0,0
O021734,,Ram,Shoes,,500,,0
O021735,March 5 2023,,,1,,0,0
O021736,2023-01-01,,TV,3,500,,1500
O021737,01/02/2023,Ram,Shoes,1,500,,500
O021738,,John,,1,100,0.1,100
O021739,March 5 2023,,TV,2,abc,,0
O021740,01/02/2023,,Shoes,1,,0.2,0
O021741,01/02/2023,,Shoes,,500,0.1,0
O021742,,Ram,,1,500,,500
O021743,,John,TV,,200,,0
O021744,,Sita,Phone,2,100,,200
O021745,,,TV,3,200,,600
O021746,01/02/2023,Sita,Phone,,,,0
O021747,March 5 2023,Sita,,,,0.1,0
O021748,,Ram,Laptop,2,200,0.2,400
O021749,,John,,,abc,,0
O021750,,Sita,Phone,,200,,0
O021751,,Ram,,2,abc,,0
O021752,2023-01-01,John,Shoes,3,,0,0
O021753,2023-01-01,John,,1,,,0
O021754,01/02/2023,Sita,TV,,100,0,0
O021755,01/02/2023,,Laptop,3,abc,0.1,0
O021756,2023-01-01,Sita,,2,200,,400
O021757,,Sita,Phone,,100,,0
O021758,01/02/2023,Ram,TV,,,,0
O021759,,,TV,1,100,,100
O021760,,,Shoes,,abc,,0
O021761,01/02/2023,Ram,Phone,3,abc,0,0
O021762,,Ram,,,200,,0
O021763,01/02/2023,Ram,TV,3,500,0,1500
,01/02/2023,,Phone,2,abc,,0
O021765,,Ram,,3,500,,1500
O021766,,,Phone,3,500,,1500
O021767,,Ram,,,200,,0
O021768,01/02/2023,John,Laptop,,abc,0,0
O021769,2023-01-01,Sita,TV,3,100,0.2,300
O021770,01/02/2023,,TV,,200,,0
O021771,2023-01-01,Ram,Laptop,,200,0.1,0
O021772,,John,Shoes,1,100,,100
O021773,March 5 2023,Ram,Laptop,,100,,0
O021774,2023-01-01,Sita,Shoes,1,,,0
O021775,2023-01-01,Ram,Shoes,2,abc,0.2,0
,March 5 2023,John,TV,,500,0,0
O021777,01/02/2023,,Phone,3,100,,300
O021778,,Ram,Phone,1,,0,0
O021779,March 5 2023,John,Phone,,100,0,0
O021780,March 5 2023,Ram,,2,500,,1000
O021781,01/02/2023,Sita,TV,3,abc,0.2,0
O021782,2023-01-01,Ram,,2,500,,1000
O021783,01/02/2023,Sita,TV,,abc,,0
O021784,,Ram,,,abc,0.2,0
O021785,2023-01-01,Sita,Laptop,,200,0.2,0
O021786,,,Phone,3,,0.1,0
O021787,,,Shoes,,200,,0
O021788,01/02/2023,John,Phone,1,500,0.1,500
O021789,2023-01-01,,Phone,,abc,,0
,01/02/2023,Ram,,2,,0,0
,01/02/2023,,Phone,1,abc,0.1,0
O021792,01/02/2023,,Shoes,,500,0,0
O021793,01/02/2023,,TV,3,100,0.1,300
O021794,March 5 2023,Ram,,,,,0
O021795,,Ram,Laptop,,100,0.1,0
O021796,2023-01-01,,,1,500,0.2,500
O021797,March 5 2023,John,,,,0.1,0
O021798,March 5 2023,Sita,Laptop,3,abc,0.2,0
O021799,March 5 2023,Ram,Shoes,,abc,,0
O021800,,Ram,Laptop,,abc,0.2,0
O021801,,,Shoes,2,500,0,1000
O021802,March 5 2023,Ram,,2,500,0,1000
O021803,,Sita,Laptop,3,200,0.1,600
O021804,2023-01-01,,,3,200,,600
O021805,2023-01-01,John,Laptop,1,200,0,200
O021806,,Ram,Phone,,500,0.2,0
O021807,March 5 2023,,,3,abc,0,0
O021808,01/02/2023,Sita,Laptop,3,100,,300
O021809,,John,,3,100,,300
O021810,March 5 2023,,Laptop,2,100,0.1,200
O021811,,,,,100,0.1,0
O021812,,,,,100,,0
O021813,,John,TV,3,abc,0.1,0
O021814,01/02/2023,Ram,Phone,,200,,0
O021815,March 5 2023,Ram,,,200,0,0
O021816,March 5 2023,John,,,,,0
O021817,01/02/2023,,,1,500,0,500
O021818,,Sita,,3,,,0
O021819,,Sita,TV,,abc,0,0
O021820,March 5 2023,,,,abc,0.1,0
O021821,01/02/2023,John,Shoes,,500,0.2,0
O021822,,,,3,100,,300
O021823,,,Phone,2,500,,1000
O021824,March 5 2023,John,Shoes,,500,,0
O021825,01/02/2023,,,1,abc,0.1,0
O021826,,John,,3,500,0.2,1500
O021827,March 5 2023,,TV,3,500,0,1500
O021828,March 5 2023,Sita,TV,1,200,,200
O021829,01/02/2023,Sita,Shoes,2,abc,,0
O021830,,Sita,TV,2,abc,0.2,0
O021831,01/02/2023,,,2,,0.1,0
O021832,,John,Phone,2,200,0.2,400
O021833,,,Phone,,,,0
O021834,2023-01-01,Ram,,3,500,0.1,1500
O021835,2023-01-01,Sita,Phone,1,100,0,100
O021836,,John,Phone,,100,,0
O021837,01/02/2023,Ram,,2,200,0,400
O021838,March 5 2023,Sita,Shoes,2,,,0
O021839,March 5 2023,,,2,100,,200
O021840,2023-01-01,,Laptop,1,500,,500
O021841,01/02/2023,,Phone,,abc,0.2,0
O021842,March 5 2023,Ram,Shoes,,200,,0
O021843,2023-01-01,Ram,TV,1,abc,0.1,0
O021844,March 5 2023,Ram,Laptop,2,500,0,1000
O021845,2023-01-01,Ram,,1,200,0.2,200
O021846,March 5 2023,John,TV,1,100,,100
O021847,,,,,500,,0
O021848,,Sita,,1,500,0.2,500
,,,Laptop,,500,,0
O021850,,John,TV,,500,,0
O021851,,Ram,TV,3,500,,1500
O021852,,Ram,,2,abc,,0
O021853,01/02/2023,John,,,500,0,0
O021854,01/02/2023,Sita,,3,200,,600
O021855,,Ram,Shoes,1,,0.1,0
O021856,,Sita,Shoes,2,100,0.2,200
O021857,,,,3,,0.2,0
O021858,,Ram,Shoes,1,200,0.1,200
O021859,March 5 2023,,,,200,0.2,0
O021860,01/02/2023,Sita,Laptop,1,,,0
O021861,01/02/2023,Ram,TV,2,200,,400
O021862,,Ram,,3,500,0.1,1500
O021863,,,Phone,,500,0.1,0
O021864,March 5 2023,Ram,Laptop,2,,0.2,0
O021865,01/02/2023,,TV,,100,0.1,0
O021866,,Ram,,,100,,0
O021867,March 5 2023,Sita,,2,500,0.1,1000
O021868,01/02/2023,John,Shoes,3,500,,1500
O021869,01/02/2023,Sita,,,100,0.1,0
O021870,,,,1,200,0.1,200
O021871,,Sita,Shoes,,500,,0
O021872,,John,Laptop,,200,0,0
O021873,,Sita,,,200,0,0
O021874,01/02/2023,Sita,,1,abc,0.2,0
O021875,01/02/2023,Sita,Phone,,abc,,0
O021876,,,Shoes,,abc,0,0
O021877,2023-01-01,,Shoes,3,100,0.2,300
O021878,March 5 2023,,,2,abc,,0
O021879,,,,,abc,0.2,0
O021880,,Ram,,3,,,0
O021881,,,TV,1,100,0.1,100
O021882,,,TV,1,200,,200
O021883,2023-01-01,,Shoes,3,,0.1,0
O021884,March 5 2023,Sita,Laptop,3,200,0.1,600
O021885,March 5 2023,John,TV,,500,,0
O021886,2023-01-01,John,Shoes,,200,,0
O021887,01/02/2023,Sita,Shoes,3,100,0,300
O021888,2023-01-01,Sita,Laptop,1,100,0,100
,2023-01-01,,,,100,0.1,0
O021890,01/02/2023,Ram,,1,abc,0,0
O021891,2023-01-01,,Laptop,1,,0,0
O021892,2023-01-01,,TV,,,,0
O021893,2023-01-01,,Phone,2,abc,,0
O021894,2023-01-01,John,,,100,0.1,0
O021895,2023-01-01,John,Phone,1,abc,,0
O021896,,Ram,TV,,,,0
O021897,,John,TV,,abc,,0
O021898,2023-01-01,,,,500,0,0
O021899,,Sita,Phone,2,,0.1,0
O021900,,,,2,200,0.2,400
O021901,,,Shoes,1,,,0
O021902,,,Shoes,3,,,0
O021903,2023-01-01,,Shoes,2,200,,400
O021904,2023-01-01,,TV,1,500,,500
O021905,2023-01-01,,Laptop,,200,0.1,0
O021906,,Sita,Laptop,2,100,0.2,200
O021907,,Sita,Phone,,200,,0
O021908,,John,Phone,,100,,0
O021909,,,Shoes,,,,0
O021910,01/02/2023,Ram,Shoes,,200,,0
O021911,2023-01-01,Ram,,3,100,0,300
O021912,,,,3,100,0,300
O021913,,,,2,500,,1000
O021914,,John,,,100,,0
O021915,,Ram,Laptop,3,100,0.2,300
,,Ram,Phone,,abc,,0
O021917,2023-01-01,,Laptop,,,,0
O021918,01/02/2023,Sita,,1,abc,,0
O021919,2023-01-01,John,Laptop,2,200,0,400
O021920,,,,,,0,0
O021921,March 5 2023,,,,200,0.2,0
O021922,,John,,,100,0.2,0
O021923,01/02/2023,Ram,Phone,1,abc,0.1,0
O021924,2023-01-01,Sita,TV,,100,,0
O021925,01/02/2023,John,,2,100,0.2,200
O021926,2023-01-01,John,Shoes,2,abc,,0
O021927,,,,2,200,,400
O021928,2023-01-01,John,Phone,1,,0.1,0
O021929,,,,,200,,0
O021930,March 5 2023,,,1,abc,0.1,0
O021931,01/02/2023,,Laptop,,,0,0
O021932,March 5 2023,John,,,,0.2,0
O021933,,Ram,Laptop,,abc,0,0
O021934,2023-01-01,Sita,,,,,0
O021935,,Ram,,,100,0,0
O021936,March 5 2023,,Shoes,,100,0.1,0
O021937,,,,,500,0,0
O021938,March 5 2023,Ram,,1,500,0.2,500
O021939,01/02/2023,,Shoes,,,0.1,0
O021940,,,,,100,0,0
O021941,01/02/2023,,Laptop,1,abc,0,0
O021942,March 5 2023,John,,2,,0,0
O021943,01/02/2023,Sita,TV,,abc,0.1,0
O021944,,,TV,,200,,0
O021945,2023-01-01,Ram,,1,,0,0
O021946,,,TV,3,100,,300
O021947,,John,Laptop,3,500,0.2,1500
O021948,01/02/2023,John,Laptop,1,,0.1,0
O021949,,Ram,TV,2,100,0,200
O021950,March 5 2023,,Laptop,3,100,0,300
O021951,01/02/2023,,Shoes,,,,0
O021952,2023-01-01,,,1,200,,200
O021953,01/02/2023,John,Phone,,,,0
O021954,,Ram,TV,,200,0,0
O021955,,,TV,1,,,0
O021956,01/02/2023,Sita,,2,100,0.2,200
O021957,2023-01-01,,Laptop,,,0.1,0
O021958,,Sita,,,abc,,0
O021959,March 5 2023,Ram,Laptop,1,100,0,100
O021960,01/02/2023,,Laptop,2,200,,400
O021961,March 5 2023,Ram,Shoes,2,200,,400
O021962,,Sita,Laptop,,200,0,0
O021963,01/02/2023,John,TV,,500,,0
O021964,01/02/2023,,Shoes,,100,,0
O021965,March 5 2023,Sita,Shoes,,abc,,0
O021966,,,,,abc,,0
,01/02/2023,John,,2,abc,,0
O021968,,,Laptop,,500,,0
O021969,2023-01-01,Sita,TV,1,abc,0.1,0
O021970,,Sita,Laptop,1,100,0.1,100
O021971,01/02/2023,,,1,,,0
O021972,,,Laptop,3,100,,300
O021973,01/02/2023,,Laptop,,100,,0
O021974,01/02/2023,Sita,TV,3,200,,600
O021975,,Sita,Laptop,,500,0.1,0
O021976,2023-01-01,Ram,Laptop,2,100,,200
O021977,,Ram,,3,100,0.1,300
O021978,,,,,200,0.1,0
O021979,01/02/2023,Sita,,1,,0.1,0
O021980,,,Phone,3,,0,0
,,Ram,,3,200,0.2,600
O021982,March 5 2023,Ram,,,500,,0
O021983,2023-01-01,Ram,Laptop,,500,0.2,0
O021984,March 5 2023,,Shoes,3,500,,1500
O021985,,Sita,,,200,,0
,,,Phone,2,200,,400
O021987,2023-01-01,Ram,Laptop,1,100,0.1,100
O021988,March 5 2023,,Laptop,,500,,0
O021989,March 5 2023,,Shoes,2,100,0.1,200
O021990,2023-01-01,,TV,1,500,,500
O021991,,,Laptop,,500,0.1,0
,01/02/2023,John,Laptop,2,100,,200
O021993,,John,Phone,,abc,,0
O021994,,Sita,Laptop,,100,0.2,0
O021995,01/02/2023,Sita,Phone,,100,0.1,0
O021996,2023-01-01,John,Laptop,,100,0.2,0
O021997,2023-01-01,Ram,Phone,2,200,0.2,400
O021998,March 5 2023,,Shoes,1,abc,,0
O021999,,John,Shoes,,,,0
O022000,2023-01-01,Sita,,3,100,0.1,300
O022001,,,Phone,3,,0.2,0
O022002,2023-01-01,Sita,,2,200,0,400
O022003,March 5 2023,Ram,,,,0,0
O022004,,Ram,,2,,0.1,0
O022005,,John,Laptop,,200,0.2,0
O022006,,John,Shoes,1,100,,100
O022007,01/02/2023,Ram,,2,abc,,0
O022008,,,TV,3,200,0,600
,,Sita,Shoes,,200,,0
O022010,,,,3,abc,,0
,,,Laptop,1,200,0.2,200
O022012,2023-01-01,,,1,500,,500
O022013,,,,,,,0
O022014,,Sita,Laptop,3,500,0.1,1500
,2023-01-01,Sita,Laptop,,100,,0
O022016,01/02/2023,,Shoes,1,200,0,200
O022017,,,,2,abc,0.2,0
O022018,2023-01-01,John,Shoes,,200,,0
O022019,01/02/2023,John,,2,abc,0,0
O022020,2023-01-01,,Laptop,3,500,0,1500
O022021,March 5 2023,Sita,,1,500,,500
O022022,01/02/2023,,Laptop,1,200,0,200
O022023,,,TV,2,,0.2,0
O022024,01/02/2023,Ram,TV,,100,0,0
O022025,,Sita,,,500,,0
O022026,,Ram,,,,,0
O022027,,John,Laptop,3,abc,0.1,0
O022028,March 5 2023,Sita,Laptop,,,0.2,0
O022029,01/02/2023,,TV,,500,0.2,0
,,Sita,TV,1,500,,500
O022031,March 5 2023,,,2,200,0.2,400
O022032,March 5 2023,Ram,Laptop,2,100,0,200
O022033,2023-01-01,Sita,TV,2,,0,0
O022034,,Sita,Phone,3,abc,0.2,0
O022035,,,Laptop,3,100,,300
O022036,March 5 2023,Sita,Laptop,3,200,0.1,600
O022037,,Sita,,2,500,,1000
O022038,01/02/2023,Ram,,2,200,0.1,400
O022039,,,Shoes,2,abc,,0
O022040,01/02/2023,,Laptop,,100,0,0
O022041,,,TV,,abc,0.2,0
O022042,2023-01-01,,Laptop,,500,,0
O022043,2023-01-01,Sita,Shoes,,,0.1,0
O022044,,,Phone,,,0.2,0
O022045,01/02/2023,,,2,500,0.2,1000
O022046,01/02/2023,John,,3,500,0,1500
O022047,,Ram,,1,100,0.2,100
O022048,,,,,abc,0,0
O022049,March 5 2023,John,TV,1,500,,500
O022050,,John,,3,,,0
O022051,March 5 2023,John,,2,,0.2,0
O022052,,Sita,,,abc,0.1,0
O022053,,Sita,,2,abc,0.1,0
O022054,March 5 2023,,Laptop,3,,0,0
O022055,2023-01-01,,Phone,1,abc,0.1,0
O022056,,,TV,,500,,0
O022057,2023-01-01,,Shoes,,200,0.2,0
O022058,March 5 2023,,TV,1,,,0
O022059,,Sita,Laptop,1,abc,,0
O022060,,John,Laptop,,,,0
O022061,,,TV,,200,0.2,0
O022062,2023-01-01,Sita,Shoes,,100,0.1,0
O022063,2023-01-01,John,,,abc,,0
O022064,2023-01-01,,TV,1,100,0.1,100
O022065,March 5 2023,,,2,,,0
O022066,,Ram,,1,200,,200
O022067,2023-01-01,,,,,0.2,0
,,Sita,Shoes,,,0.1,0
O022069,,,,3,200,0.2,600
O022070,,Sita,Laptop,3,500,0.1,1500
O022071,March 5 2023,,,,,0.2,0
O022072,March 5 2023,Ram,Shoes,3,500,0,1500
O022073,March 5 2023,,Shoes,,100,0,0
O022074,,Sita,Shoes,,200,,0
O022075,,,,,,0.2,0
O022076,01/02/2023,,,,500,0,0
O022077,,Ram,Laptop,,abc,0.1,0
O022078,01/02/2023,Ram,TV,2,,0.1,0
O022079,01/02/2023,,Shoes,,,,0
O022080,,,Laptop,1,,0.1,0
,01/02/2023,,,1,100,,100
O022082,2023-01-01,John,Phone,,abc,0.2,0
O022083,,Sita,TV,,abc,0.2,0
O022084,2023-01-01,John,,1,500,0,500
O022085,2023-01-01,Ram,Laptop,1,abc,0.2,0
O022086,,Sita,,2,abc,0.2,0
O022087,,Ram,TV,3,200,0,600
O022088,,Sita,Shoes,,200,,0
O022089,,Ram,Shoes,,100,0.2,0
O022090,01/02/2023,Ram,Shoes,,100,,0
O022091,01/02/2023,Sita,,,abc,,0
O022092,01/02/2023,Ram,Phone,,abc,0.2,0
O022093,2023-01-01,Sita,TV,1,500,,500
O022094,,Ram,,1,abc,,0
O022095,March 5 2023,John,,,,0.1,0
O022096,,,,2,500,0,1000
O022097,,,Shoes,3,500,,1500
O022098,,Ram,,1,200,0,200
O022099,,John,,2,100,0,200
O022100,,Ram,TV,,500,,0
O022101,01/02/2023,Sita,TV,1,500,0,500
O022102,2023-01-01,John,Shoes,,200,,0
O022103,,Sita,Phone,1,,,0
O022104,2023-01-01,,Shoes,1,abc,,0
O022105,March 5 2023,,Phone,3,,0.2,0
O022106,March 5 2023,Sita,Laptop,,200,0,0
O022107,March 5 2023,Ram,Phone,1,500,,500
O022108,01/02/2023,Ram,,1,500,,500
O022109,2023-01-01,Ram,Phone,,100,0,0
O022110,01/02/2023,Ram,Phone,1,100,0,100
O022111,March 5 2023,Sita,Shoes,3,500,,1500
O022112,March 5 2023,,Shoes,3,100,,300
O022113,,John,Laptop,2,,0,0
O022114,,,,,100,0.1,0
,March 5 2023,Sita,Shoes,3,100,0.1,300
O022116,March 5 2023,Ram,Shoes,,100,0.1,0
O022117,,John,Laptop,,abc,0.2,0
O022118,March 5 2023,,Shoes,2,100,0.2,200
